Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
54347488,000000A9,false,Rx,0,8,14,17,D4,2F,3E,D4,2F,0D,
54348485,000001A0,false,Rx,1,8,6F,B0,E9,0F,80,00,48,83,
54348734,000000CE,false,Rx,1,8,B5,00,B0,00,B4,00,AE,00,
54349488,000000AA,false,Rx,0,8,0A,87,01,10,20,12,94,00,
54355541,000000A8,false,Rx,0,8,66,D8,01,E0,01,F0,0F,02,
54357463,000000A9,false,Rx,0,8,17,18,D5,2F,3E,D5,2F,0D,
54358440,000000B6,false,Rx,1,5,04,04,80,00,C8,00,00,00,
54358689,0000019E,false,Rx,1,8,00,E8,9F,FC,FF,BC,FF,E1,
54359483,000000AA,false,Rx,0,8,27,98,01,10,2C,12,94,00,
54365525,000000A8,false,Rx,0,8,07,A9,01,B0,01,F0,0F,02,
54367458,000000A9,false,Rx,0,8,18,19,D5,2F,3E,D5,2F,0D,
54368456,000001A6,false,Rx,1,8,C2,14,51,15,6B,15,40,F4,
54368705,000000CE,false,Rx,1,8,B6,00,AC,00,B3,00,B0,00,
54368965,000001A0,false,Rx,1,8,6F,B0,0F,00,80,00,58,A9,
54369478,000000AA,false,Rx,0,8,24,99,01,10,28,12,94,00,
54373714,000001B6,false,Rx,0,8,FF,FF,00,00,0E,A8,13,00,
54375526,000000A8,false,Rx,0,8,18,BA,01,B0,01,F0,0F,02,
54376855,000001B4,false,Rx,1,8,80,D0,E6,FC,0F,FF,80,7A,
54377457,000000A9,false,Rx,0,8,19,1A,D5,2F,3E,D5,2F,0D,
54378398,000000B6,false,Rx,1,5,05,05,80,00,C8,00,00,00,
54378646,0000019E,false,Rx,1,8,00,E8,9F,FC,FF,BC,FF,E1,
54379471,000000AA,false,Rx,0,8,15,8A,01,10,28,12,94,00,
54385522,000000A8,false,Rx,0,8,19,BB,01,B0,01,F0,0F,02,
54387445,000000A9,false,Rx,0,8,1A,1B,D5,2F,3E,D5,2F,0D,
54388452,000001A0,false,Rx,1,8,6E,B0,17,00,80,00,68,C0,
54388702,000000CE,false,Rx,1,8,B6,00,AD,00,B5,00,AE,00,
54389477,000000AA,false,Rx,0,8,12,8B,01,10,24,12,94,00,
54395518,000000A8,false,Rx,0,8,F9,AC,01,A0,01,F0,0F,02,
54397442,000000A9,false,Rx,0,8,1B,1C,D5,2F,3E,D5,2F,0D,
54398389,000000B6,false,Rx,1,5,06,06,80,00,C8,00,00,00,
54398638,0000019E,false,Rx,1,8,00,E8,9F,FC,FF,BC,FF,E1,
54399462,000000AA,false,Rx,0,8,27,9C,01,10,28,12,94,00,
54405504,000000A8,false,Rx,0,8,FA,AD,01,A0,01,F0,0F,02,
54406813,00000330,false,Rx,1,8,10,32,02,07,0A,00,DD,07,
54407446,000000A9,false,Rx,0,8,1C,1D,D5,2F,3E,D5,2F,0D,
54408454,000001A0,false,Rx,1,8,6F,B0,F9,0F,80,00,78,C3,
54408714,000000CE,false,Rx,1,8,B5,00,AF,00,B4,00,B0,00,
54409458,000000AA,false,Rx,0,8,28,9D,01,10,28,12,94,00,
54415510,000000A8,false,Rx,0,8,EB,9E,01,A0,01,F0,0F,02,
54416021,00000482,false,Rx,1,8,12,42,FE,01,FF,FF,FF,FF,
54417231,00000130,false,Rx,1,5,45,41,21,8F,24,00,00,00,
54417455,000000A9,false,Rx,0,8,1D,1E,D5,2F,3E,D5,2F,0D,
54418407,000000B6,false,Rx,1,5,07,07,80,00,C8,00,00,00,
54418666,0000019E,false,Rx,1,8,00,E8,9F,FC,FF,BC,FF,E1,
54419531,000000AA,false,Rx,0,8,29,9E,01,10,28,12,94,00,
54425512,000000A8,false,Rx,0,8,0E,B0,01,B0,01,F0,0F,02,
54427427,000000A9,false,Rx,0,8,0F,10,D5,2F,3E,D5,2F,0D,
54427661,000001D0,false,Rx,0,8,62,FF,6D,D2,3F,98,CC,A4,
54428429,000001A0,false,Rx,1,8,6F,B0,E1,0F,80,00,88,BB,
54428679,000000CE,false,Rx,1,8,B6,00,AF,00,B4,00,AF,00,
54429463,000000AA,false,Rx,0,8,0F,90,01,10,1C,12,94,00,
54435527,000000A8,false,Rx,0,8,2F,C1,01,C0,01,F0,0F,02,
54437441,000000A9,false,Rx,0,8,10,11,D5,2F,3E,D5,2F,0D,
54438366,000000B6,false,Rx,1,5,08,08,80,00,C8,00,00,00,
54438615,0000019E,false,Rx,1,8,00,E8,9F,FC,FF,BC,FF,E1,
54439440,000000AA,false,Rx,0,8,08,91,01,10,14,12,94,00,
54445482,000000A8,false,Rx,0,8,30,C2,01,C0,01,F0,0F,02,
54447417,000000A9,false,Rx,0,8,11,12,D5,2F,3E,D5,2F,0D,
54448412,000001A0,false,Rx,1,8,6F,B0,1F,00,80,00,98,F9,
54448662,000000CE,false,Rx,1,8,B7,00,B1,00,B6,00,AD,00,
54449436,000000AA,false,Rx,0,8,11,92,01,10,1C,12,94,00,
54453852,000001B6,false,Rx,0,8,FF,FF,00,00,0F,A8,15,00,
54455494,000000A8,false,Rx,0,8,E0,93,01,A0,01,F0,0F,02,
54457439,000000A9,false,Rx,0,8,EF,13,D4,1F,3E,D4,1F,0D,
54458354,000000B6,false,Rx,1,5,09,09,80,00,C8,00,00,00,
54458613,0000019E,false,Rx,1,8,00,E8,9F,FC,FF,BC,FF,E1,
54459437,000000AA,false,Rx,0,8,0A,83,01,10,24,12,94,00,
54462115,00000194,false,Rx,1,4,FE,FE,FF,FF,00,00,00,00,
54465477,000000A8,false,Rx,0,8,B1,84,01,80,01,F0,0F,02,
54467421,000000A9,false,Rx,0,8,F0,14,D4,1F,3E,D4,1F,0D,
54468417,000001A6,false,Rx,1,8,D0,14,60,15,78,15,D0,F5,
54468667,000000CE,false,Rx,1,8,B6,00,AE,00,B4,00,AD,00,
54468927,000001A0,false,Rx,1,8,6E,B0,3E,00,80,00,A8,28,
54469439,000000AA,false,Rx,0,8,0B,84,01,10,24,12,94,00,
54475483,000000A8,false,Rx,0,8,D2,95,01,90,01,F0,0F,02,
54476721,000001B4,false,Rx,1,8,80,D0,E6,FD,0F,FF,80,7B,
54477425,000000A9,false,Rx,0,8,F1,15,D4,1F,3E,D4,1F,0D,
54477674,00000200,false,Rx,0,8,42,81,FC,00,00,00,00,00,
54478331,000000B6,false,Rx,1,5,0A,0A,80,00,C8,00,00,00,
54478590,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
54478778,00000374,false,Rx,1,5,80,80,80,80,FC,00,00,00,
54479424,000000AA,false,Rx,0,8,05,85,01,11,1C,12,94,00,
54485470,000000A8,false,Rx,0,8,D3,96,01,90,01,F0,0F,02,
54487414,000000A9,false,Rx,0,8,F2,16,D4,1F,3E,D4,1F,0D,
54488390,000001A0,false,Rx,1,8,6E,B0,E9,0F,80,00,B8,F2,
54488639,000000CE,false,Rx,1,8,B6,00,AE,00,B4,00,AE,00,
54489424,000000AA,false,Rx,0,8,02,86,01,11,18,12,94,00,
54495467,000000A8,false,Rx,0,8,15,97,01,D0,01,F0,0F,02,
54497412,000000A9,false,Rx,0,8,F3,17,D4,1F,3E,D4,1F,0D,
54498327,000000B6,false,Rx,1,5,0B,0B,80,00,C8,00,00,00,
54498576,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
54499421,000000AA,false,Rx,0,8,4A,C7,01,10,20,12,94,00,
54502628,000001FB,false,Rx,1,2,F9,FF,00,00,00,00,00,00,
54505463,000000A8,false,Rx,0,8,F5,A8,01,A0,01,F0,0F,02,
54507409,000000A9,false,Rx,0,8,F4,18,D4,1F,3E,D4,1F,0D,
54508374,000001A0,false,Rx,1,8,6E,B0,E1,0F,80,00,C8,FA,
54508624,000000CE,false,Rx,1,8,B6,00,AD,00,B5,00,AD,00,
54509115,00000492,false,Rx,0,8,29,42,FF,FF,FF,FF,FF,FF,
54509426,000000AA,false,Rx,0,8,4C,C8,01,11,20,12,94,00,
54515480,000000A8,false,Rx,0,8,B6,89,01,80,01,F0,0F,02,
54517414,000000A9,false,Rx,0,8,F5,19,D4,1F,3E,D4,1F,0D,
54518319,000000B6,false,Rx,1,5,0C,0C,80,00,C8,00,00,00,
54518486,00000130,false,Rx,1,5,45,41,21,8F,35,00,00,00,
54518728,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
54519402,000000AA,false,Rx,0,8,55,C9,01,11,28,12,94,00,
54525456,000000A8,false,Rx,0,8,F7,AA,01,A0,01,F0,0F,02,
54527391,000000A9,false,Rx,0,8,F6,1A,D4,1F,3E,D4,1F,0D,
54527738,000001D0,false,Rx,0,8,62,FF,6E,D2,58,98,CC,A4,
54528384,000001A0,false,Rx,1,8,6E,B0,07,00,80,00,D8,21,
54528644,000000CE,false,Rx,1,8,B7,00,B0,00,B4,00,AD,00,
54529399,000000AA,false,Rx,0,8,4E,CA,01,11,20,12,94,00,
54535453,000000A8,false,Rx,0,8,F8,AB,01,A0,01,F0,0F,02,
54537397,000000A9,false,Rx,0,8,F7,1B,D4,1F,3E,D4,1F,0D,
54538302,000000B6,false,Rx,1,5,0D,0D,80,00,C8,00,00,00,
54538551,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
54539396,000000AA,false,Rx,0,8,47,CB,01,11,18,12,94,00,
54545447,000000A8,false,Rx,0,8,1A,BC,01,B0,01,F0,0F,02,
54547411,000000A9,false,Rx,0,8,F8,1C,D4,1F,3E,D4,1F,0D,
54548346,000001A0,false,Rx,1,8,6E,B0,07,00,80,00,E8,31,
54548607,000000CE,false,Rx,1,8,B7,00,B0,00,B4,00,AC,00,
54549401,000000AA,false,Rx,0,8,53,CC,01,10,24,12,94,00,
54553888,000001B6,false,Rx,0,8,FF,FF,00,00,10,A8,15,00,
54554042,00000308,false,Rx,0,3,68,D6,F2,00,00,00,00,00,
54555448,000000A8,false,Rx,0,8,9A,8D,01,60,01,F0,0F,02,
54557494,000000A9,false,Rx,0,8,F9,1D,D4,1F,3E,D4,1F,0D,
54558309,000000B6,false,Rx,1,5,0E,0E,80,00,C8,00,00,00,
54558568,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
54559382,000000AA,false,Rx,0,8,25,9D,01,11,24,12,94,00,
54562069,000001EE,false,Rx,1,2,00,FF,00,00,00,00,00,00,
54562253,000002A6,false,Rx,1,2,00,FF,00,00,00,00,00,00,
54562421,000001D6,false,Rx,1,2,FF,FF,00,00,00,00,00,00,
54565433,000000A8,false,Rx,0,8,6B,5E,01,60,01,F0,0F,02,
54567387,000000A9,false,Rx,0,8,FA,1E,D4,1F,3E,D4,1F,0D,
54568332,000001A6,false,Rx,1,8,DE,14,6E,15,86,15,60,F7,
54568592,000000CE,false,Rx,1,8,B6,00,B1,00,B4,00,AC,00,
54568853,000001A0,false,Rx,1,8,6E,B0,00,00,80,00,08,49,
54569384,000000AA,false,Rx,0,8,2E,9E,01,11,2C,12,94,00,
54575436,000000A8,false,Rx,0,8,CD,90,01,90,01,F0,0F,02,
54576886,000001B4,false,Rx,1,8,80,D0,E6,FE,0F,FF,80,7C,
54577389,000000A9,false,Rx,0,8,EC,10,D4,1F,3E,D4,1F,0D,
54578306,000000B6,false,Rx,1,5,FF,00,80,00,C8,00,00,00,
54578554,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
54579379,000000AA,false,Rx,0,8,48,C0,01,11,24,12,94,00,
54585421,000000A8,false,Rx,0,8,CE,91,01,90,01,F0,0F,02,
54587476,000000A9,false,Rx,0,8,ED,11,D4,1F,3E,D4,1F,0D,
54588331,000001A0,false,Rx,1,8,6F,B0,F9,0F,80,00,18,63,
54588580,000000CE,false,Rx,1,8,B7,00,B2,00,B7,00,AC,00,
54589375,000000AA,false,Rx,0,8,45,C1,01,11,20,12,94,00,
54595437,000000A8,false,Rx,0,8,EF,A2,01,A0,01,F0,0F,02,
54597371,000000A9,false,Rx,0,8,EE,12,D4,1F,3E,D4,1F,0D,
54598276,000000B6,false,Rx,1,5,00,01,80,00,C8,00,00,00,
54598525,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
54599370,000000AA,false,Rx,0,8,46,C2,01,11,20,12,94,00,
54605411,000000A8,false,Rx,0,8,B0,83,01,80,01,F0,0F,02,
54606932,00000330,false,Rx,1,8,10,32,02,07,09,00,DD,07,
54607424,000000A9,false,Rx,0,8,EF,13,D4,1F,3E,D4,1F,0D,
54608331,000001A0,false,Rx,1,8,6F,B0,17,00,80,00,28,81,
54608591,000004A9,false,Rx,1,8,30,42,FF,FF,FF,FF,FF,FF,
54608852,000000CE,false,Rx,1,8,B7,00,AE,00,B4,00,B0,00,
54609373,000000AA,false,Rx,0,8,4F,C3,01,11,28,12,94,00,
54615417,000000A8,false,Rx,0,8,91,74,01,70,01,F0,0F,02,
54617224,00000130,false,Rx,1,5,45,41,21,8F,46,00,00,00,
54617355,000000A9,false,Rx,0,8,F0,14,D4,1F,3E,D4,1F,0D,
54618275,000000B6,false,Rx,1,5,02,02,80,00,C8,00,00,00,
54618534,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
54619359,000000AA,false,Rx,0,8,58,C4,01,11,30,12,94,00,
54625421,000000A8,false,Rx,0,8,92,75,01,70,01,F0,0F,02,
54627346,000000A9,false,Rx,0,8,F1,15,D4,1F,3E,D4,1F,0D,
54628311,000001A0,false,Rx,1,8,6E,B0,0F,00,80,00,38,88,
54628560,000000CE,false,Rx,1,8,B7,00,AB,00,B6,00,AC,00,
54628795,000001D0,false,Rx,0,8,62,FF,6E,D2,70,98,CC,A4,
54629352,000000AA,false,Rx,0,8,4D,C5,01,11,24,12,94,00,
54633812,000001B6,false,Rx,0,8,FF,FF,00,00,10,A8,13,00,
54635413,000000A8,false,Rx,0,8,D3,96,01,90,01,F0,0F,02,
54637348,000000A9,false,Rx,0,8,F2,16,D4,1F,3E,D4,1F,0D,
54638242,000000B6,false,Rx,1,5,03,03,80,00,C8,00,00,00,
54638501,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
54639347,000000AA,false,Rx,0,8,4E,C6,01,11,24,12,94,00,
54645396,000000A8,false,Rx,0,8,15,B7,01,B0,01,F0,0F,02,
54647360,000000A9,false,Rx,0,8,F3,17,D4,1F,3E,D4,1F,0D,
54648295,000001A0,false,Rx,1,8,6F,B0,E9,0F,80,00,48,83,
54648545,000000CE,false,Rx,1,8,B6,00,AD,00,B5,00,AE,00,
54649349,000000AA,false,Rx,0,8,47,C7,01,11,1C,12,94,00,
54655401,000000A8,false,Rx,0,8,E5,98,01,A0,01,F0,0F,02,
54657246,00000310,false,Rx,1,7,76,4E,10,00,00,17,20,00,
54657348,000000A9,false,Rx,0,8,F4,18,D4,1F,3E,D4,1F,0D,
54658257,000000B6,false,Rx,1,5,04,04,80,00,C8,00,00,00,
54658516,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
54659353,000000AA,false,Rx,0,8,50,C8,01,11,24,12,94,00,
54662112,00000194,false,Rx,1,4,F0,F0,FF,FF,00,00,00,00,
54665384,000000A8,false,Rx,0,8,E6,99,01,A0,01,F0,0F,02,
54667338,000000A9,false,Rx,0,8,F5,19,D4,1F,3E,D4,1F,0D,
54668283,000001A6,false,Rx,1,8,ED,14,7C,15,94,15,F0,F8,
54668533,000000CE,false,Rx,1,8,B6,00,B0,00,B5,00,AC,00,
54668784,000001A0,false,Rx,1,8,6E,B0,E9,0F,80,00,58,92,
54669347,000000AA,false,Rx,0,8,59,C9,01,11,2C,12,94,00,
54675401,000000A8,false,Rx,0,8,F7,8A,01,C0,01,F0,0F,02,
54676709,000001B4,false,Rx,1,8,80,D0,E6,F0,0F,FF,80,6E,
54677333,000000A9,false,Rx,0,8,F4,1A,D3,1F,3E,D3,1F,0D,
54677591,00000200,false,Rx,0,8,42,81,FC,00,00,00,00,00,
54678217,000000B6,false,Rx,1,5,05,05,80,00,C8,00,00,00,
54678476,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
54679343,000000AA,false,Rx,0,8,96,0A,02,11,28,12,94,00,
54685385,000000A8,false,Rx,0,8,19,BB,01,B0,01,F0,0F,02,
54687319,000000A9,false,Rx,0,8,F5,1B,D3,1F,3E,D3,1F,0D,
54688284,000001A0,false,Rx,1,8,6E,B0,07,00,80,00,68,B0,
54688535,000000CE,false,Rx,1,8,B7,00,AE,00,B3,00,AD,00,
54689340,000000AA,false,Rx,0,8,97,0B,02,11,28,12,94,00,
54695391,000000A8,false,Rx,0,8,E9,BC,01,80,01,F0,0F,02,
54697335,000000A9,false,Rx,0,8,F6,1C,D3,1F,3E,D3,1F,0D,
54698209,000000B6,false,Rx,1,5,06,06,80,00,C8,00,00,00,
54698468,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
54699325,000000AA,false,Rx,0,8,58,CC,01,11,28,12,94,00,
54702635,000004B0,false,Rx,1,8,00,42,FD,FF,FF,FF,FF,FF,
54702769,000001FB,false,Rx,1,2,FA,FF,00,00,00,00,00,00,
54705378,000000A8,false,Rx,0,8,9A,7D,01,70,01,F0,0F,02,
54707312,000000A9,false,Rx,0,8,F7,1D,D3,1F,3E,D3,1F,0D,
54708261,000001A0,false,Rx,1,8,6E,B0,17,00,80,00,78,D0,
54708512,000000CE,false,Rx,1,8,B7,00,AE,00,B4,00,AD,00,
54709328,000000AA,false,Rx,0,8,65,CD,01,11,34,12,94,00,
54712484,000001B6,false,Rx,0,8,FF,FF,00,00,10,A8,15,00,
54715380,000000A8,false,Rx,0,8,9B,7E,01,70,01,F0,0F,02,
54717195,00000130,false,Rx,1,5,45,41,21,8F,57,00,00,00,
54717317,000000A9,false,Rx,0,8,F8,1E,D3,1F,3E,D3,1F,0D,
54718216,000000B6,false,Rx,1,5,07,07,80,00,C8,00,00,00,
54718476,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
54719311,000000AA,false,Rx,0,8,72,CE,01,11,40,12,94,00,
54725371,000000A8,false,Rx,0,8,6D,60,01,60,01,F0,0F,02,
54727306,000000A9,false,Rx,0,8,EA,10,D3,1F,3E,D3,1F,0D,
54727544,000001D0,false,Rx,0,8,62,FF,60,D2,89,98,CC,A4,
54728241,000001A0,false,Rx,1,8,6E,B0,F9,0F,80,00,88,D2,
54728502,000000CE,false,Rx,1,8,B6,00,B3,00,B4,00,AD,00,
54729317,000000AA,false,Rx,0,8,64,C0,01,11,40,12,94,00,
54735381,000000A8,false,Rx,0,8,AE,81,01,80,01,F0,0F,02,
54737314,000000A9,false,Rx,0,8,EB,11,D3,1F,3E,D3,1F,0D,
54738178,000000B6,false,Rx,1,5,08,08,80,00,C8,00,00,00,
54738437,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
54739313,000000AA,false,Rx,0,8,5D,C1,01,11,38,12,94,00,
54745354,000000A8,false,Rx,0,8,EF,A2,01,A0,01,F0,0F,02,
54747318,000000A9,false,Rx,0,8,EC,12,D3,1F,3E,D3,1F,0D,
54748223,000001A0,false,Rx,1,8,6E,B0,E1,0F,80,00,98,CA,
54748484,000000CE,false,Rx,1,8,B6,00,B4,00,B4,00,AE,00,
54749309,000000AA,false,Rx,0,8,52,C2,01,11,2C,12,94,00,
54755350,000000A8,false,Rx,0,8,F0,A3,01,A0,01,F0,0F,02,
54757283,000000A9,false,Rx,0,8,FF,13,D4,2F,3E,D4,1F,0D,
54758178,000000B6,false,Rx,1,5,09,09,80,00,C8,00,00,00,
54758438,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
54759303,000000AA,false,Rx,0,8,5B,C3,01,11,34,12,94,00,
54765345,000000A8,false,Rx,0,8,D1,94,01,90,01,F0,0F,02,
54767288,000000A9,false,Rx,0,8,00,14,D4,2F,3E,D4,1F,0D,
54768203,000001A6,false,Rx,1,8,FB,14,8B,15,A2,15,80,FA,
54768464,000000CE,false,Rx,1,8,B8,00,AE,00,B4,00,B0,00,
54768714,000001A0,false,Rx,1,8,6F,B0,0F,00,80,00,A8,F9,
54769288,000000AA,false,Rx,0,8,60,C4,01,11,38,12,94,00,
54773898,000003EF,false,Rx,0,2,05,45,00,00,00,00,00,00,
54775356,000000A8,false,Rx,0,8,B2,85,01,80,01,F0,0F,02,
54776784,000001B4,false,Rx,1,8,85,D0,E6,F1,0F,FF,80,74,
54777287,000000A9,false,Rx,0,8,01,15,D4,2F,3E,D4,1F,0D,
54778163,000000B6,false,Rx,1,5,0A,0A,80,00,C8,00,00,00,
54778413,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
54779289,000000AA,false,Rx,0,8,51,B5,01,11,38,12,94,00,
54780359,000003B0,false,Rx,1,2,FD,FF,00,00,00,00,00,00,
54785337,000000A8,false,Rx,0,8,D3,96,01,90,01,F0,0F,02,
54787280,000000A9,false,Rx,0,8,03,16,D4,2F,3E,D4,1F,0D,
54788235,000001A0,false,Rx,1,8,6E,B0,36,00,80,00,B8,30,
54788486,000000CE,false,Rx,1,8,B7,00,AB,00,B3,00,AF,00,
54789007,00000480,false,Rx,1,8,02,42,FD,01,FF,FF,FF,FF,
54789500,000000AA,false,Rx,0,8,52,B6,01,11,38,12,94,00,
54792464,000001B6,false,Rx,0,8,FF,FF,00,00,10,A8,10,00,
54795338,000000A8,false,Rx,0,8,D4,97,01,90,01,F0,0F,02,
54797281,000000A9,false,Rx,0,8,04,17,D4,2F,3E,D4,1F,0D,
54798155,000000B6,false,Rx,1,5,0B,0B,80,00,C8,00,00,00,
54798416,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
54799281,000000AA,false,Rx,0,8,53,B7,01,11,38,12,94,00,
54805332,000000A8,false,Rx,0,8,D5,98,01,90,01,F0,0F,02,
54806944,00000330,false,Rx,1,8,10,32,02,07,0B,00,DD,07,
54807431,000000A9,false,Rx,0,8,05,18,D4,2F,3E,D4,1F,0D,
54808219,000001A0,false,Rx,1,8,6E,B0,E1,0F,80,00,C8,FA,
54808470,000000CE,false,Rx,1,8,B6,00,AF,00,B4,00,AF,00,
54809285,000000AA,false,Rx,0,8,60,B8,01,11,44,12,94,00,
54815340,000000A8,false,Rx,0,8,D6,79,01,B0,01,F0,0F,02,
54817214,00000130,false,Rx,1,5,45,41,21,8F,78,00,00,00,
54817276,000000A9,false,Rx,0,8,06,19,D4,2F,3E,D4,1F,0D,
54818155,000000B6,false,Rx,1,5,0C,0C,80,00,C8,00,00,00,
54818415,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
54819271,000000AA,false,Rx,0,8,A1,F9,01,11,44,12,94,00,
54825322,000000A8,false,Rx,0,8,D7,9A,01,90,01,F0,0F,02,
54827256,000000A9,false,Rx,0,8,07,1A,D4,2F,3E,D4,1F,0D,
54827495,000001D0,false,Rx,0,8,62,FF,60,D2,A0,98,CC,A4,
54828182,000001A0,false,Rx,1,8,6E,B0,E1,0F,80,00,D8,0B,
54828433,000000CE,false,Rx,1,8,B5,00,B0,00,B3,00,AD,00,
54829278,000000AA,false,Rx,0,8,A6,FA,01,11,48,12,94,00,
54835321,000000A8,false,Rx,0,8,D8,9B,01,90,01,F0,0F,02,
54837264,000000A9,false,Rx,0,8,08,1B,D4,2F,3E,D4,1F,0D,
54838117,000000B6,false,Rx,1,5,0D,0D,80,00,C8,00,00,00,
54838369,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
54839264,000000AA,false,Rx,0,8,5B,BB,01,11,3C,12,94,00,
54845306,000000A8,false,Rx,0,8,D9,9C,01,90,01,F0,0F,02,
54847259,000000A9,false,Rx,0,8,09,1C,D4,2F,3E,D4,1F,0D,
54848163,000001A0,false,Rx,1,8,6E,B0,F1,0F,80,00,E8,2B,
54848414,000000CE,false,Rx,1,8,B6,00,AD,00,B4,00,AE,00,
54849279,000000AA,false,Rx,0,8,54,BC,01,11,34,12,94,00,
54855311,000000A8,false,Rx,0,8,5B,BD,01,F0,01,F0,0F,02,
54857254,000000A9,false,Rx,0,8,1A,1D,D4,2F,3E,D4,2F,0D,
54858107,000000B6,false,Rx,1,5,0E,0E,80,00,C8,00,00,00,
54858369,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
54859254,000000AA,false,Rx,0,8,9D,FD,01,11,3C,12,94,00,
54862126,00000194,false,Rx,1,4,F1,F1,FF,FF,00,00,00,00,
54865306,000000A8,false,Rx,0,8,3C,CE,01,C0,01,F0,0F,02,
54867239,000000A9,false,Rx,0,8,1B,1E,D4,2F,3E,D4,2F,0D,
54868153,000001A6,false,Rx,1,8,09,15,99,15,AF,15,10,FC,
54868415,000000CE,false,Rx,1,8,B6,00,AE,00,B4,00,AD,00,
54868664,000001A0,false,Rx,1,8,6E,B0,17,00,80,00,08,60,
54869258,000000AA,false,Rx,0,8,9E,FE,01,11,3C,12,94,00,
54874193,000001B6,false,Rx,0,8,FF,FF,00,00,0F,A8,0B,00,
54875319,000000A8,false,Rx,0,8,FD,A0,01,B0,01,F0,0F,02,
54875873,00000482,false,Rx,1,8,12,42,FE,01,FF,FF,FF,FF,
54877243,000000A9,false,Rx,0,8,0D,10,D4,2F,3E,D4,2F,0D,
54877318,000001B4,false,Rx,1,8,83,D0,E6,F2,0F,FF,80,73,
54877484,00000200,false,Rx,0,8,42,81,FC,00,00,00,00,00,
54878095,000000B6,false,Rx,1,5,FF,00,80,00,C8,00,00,00,
54878348,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
54878567,000001B5,false,Rx,1,7,00,FF,FF,CF,F8,FF,00,00,
54879244,000000AA,false,Rx,0,8,9D,F0,01,12,48,12,94,00,
54885292,000000A8,false,Rx,0,8,0F,B1,01,B0,01,F0,0F,02,
54887236,000000A9,false,Rx,0,8,0E,11,D4,2F,3E,D4,2F,0D,
54888181,000001A0,false,Rx,1,8,6E,B0,F1,0F,80,00,18,5A,
54888432,000000CE,false,Rx,1,8,B5,00,AA,00,B3,00,AF,00,
54889247,000000AA,false,Rx,0,8,9E,F1,01,12,48,12,94,00,
54895289,000000A8,false,Rx,0,8,40,B2,01,E0,01,F0,0F,02,
54897232,000000A9,false,Rx,0,8,0F,12,D4,2F,3E,D4,2F,0D,
54898137,000000B6,false,Rx,1,5,00,01,80,00,C8,00,00,00,
54898387,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
54899232,000000AA,false,Rx,0,8,D4,22,02,13,4C,12,94,00,
54902817,000001FB,false,Rx,1,2,FB,FF,00,00,00,00,00,00,
54905285,000000A8,false,Rx,0,8,31,C3,01,C0,01,F0,0F,02,
54907227,000000A9,false,Rx,0,8,10,13,D4,2F,3E,D4,2F,0D,
54908174,000001A0,false,Rx,1,8,6E,B0,E1,0F,80,00,28,5A,
54908423,000000CE,false,Rx,1,8,B5,00,AB,00,B3,00,AD,00,
54909238,000000AA,false,Rx,0,8,DD,23,02,13,54,12,94,00,
54915301,000000A8,false,Rx,0,8,52,B4,01,F0,01,F0,0F,02,
54917185,00000130,false,Rx,1,5,45,41,21,8F,89,00,00,00,
54917226,000000A9,false,Rx,0,8,11,14,D4,2F,3E,D4,2F,0D,
54918136,000000B6,false,Rx,1,5,02,02,80,00,C8,00,00,00,
54918386,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
54919231,000000AA,false,Rx,0,8,21,64,02,15,54,12,94,00,
54925283,000000A8,false,Rx,0,8,53,D5,01,D0,01,F0,0F,02,
54927206,000000A9,false,Rx,0,8,12,15,D4,2F,3E,D4,2F,0D,
54927443,000001D0,false,Rx,0,8,62,FF,61,D2,B9,98,CC,A4,
